HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64009E+14,1400/10/04,3.86,3.09,,17
,3.64009E+14,1399/08/03,3.63,3.54,,337
,3.64009E+14,1401/11/09,6.99,5.01,,86
,3.64009E+14,1403/02/07,4.24,3.38,,192
,3.64009E+14,1402/05/13,4.14,2.19,,12
,3.64009E+14,1400/09/01,3.58,2.51,,18
,3.64009E+14,1401/04/04,3.18,3.57,,78
,3.64009E+14,1400/06/02,3.81,3.24,,20
,3.64009E+14,1400/12/02,2.76,3.09,,23
,3.64099E+14,1399/04/10,3.13,2.86,,24
,3.64099E+14,1402/02/12,4.59,2.56,,10
,3.64009E+14,1402/11/15,2.95,2.94,,
,3.64009E+14,1399/05/02,3.51,2.97,,
,3.64009E+14,1401/12/10,6.9,2.86,,204
,3.64009E+14,1400/06/02,3.89,4.02,,31
,3.64009E+14,1400/11/05,3.93,3.22,,373
,3.64009E+14,1400/02/01,2.99,3.23,,
,3.64009E+14,1402/07/11,4.88,2.88,,368
,3.64099E+14,1400/10/04,3.59,2.86,,22
,3.64009E+14,1400/02/01,2.26,2.75,,
,3.64099E+14,1399/11/01,3.23,2.7,,
,3.64009E+14,1399/10/05,2.64,2.68,,127
,3.64009E+14,1400/04/01,1.66,3.43,,86
,3.64009E+14,1401/09/08,4.68,3.17,,486
,3.64009E+14,1402/10/11,2.69,2.93,,12
,3.64009E+14,1399/11/01,5.3,2.58,,
,3.64099E+14,1401/07/07,5.04,3.67,,85
,3.64009E+14,1403/04/11,4.25,2.76,,
,3.64009E+14,1399/06/02,6.1,3.82,,44
,3.64009E+14,1401/09/08,3.41,2.96,,143
,3.64009E+14,1400/04/01,1.96,3.3,,30
,3.64009E+14,1403/06/18,2.82,3.63,,15
,3.64009E+14,1401/10/07,4.9,4.01,,68
,3.64009E+14,1399/02/01,4.9,3.48,,27
,3.64009E+14,1399/07/02,3.29,3.36,,425
,3.64099E+14,1403/07/22,4.38,3.46,,554
,3.64099E+14,1400/11/05,2.36,2.61,,20
,3.64009E+14,1403/04/11,4.72,2.73,,
,3.64009E+14,1399/03/08,3.71,3.01,,332
,3.64009E+14,1402/02/12,3.34,2.83,,10
,3.64009E+14,1401/03/08,3.47,2.89,,29
,3.64009E+14,1400/10/04,3.42,3,,17
,3.64009E+14,1400/08/01,5.69,3.87,,604
,3.64009E+14,1401/01/06,3.44,2.85,,17
,3.64009E+14,1402/07/11,3.35,2.87,,315
,3.64099E+14,1400/07/04,4.26,3.56,17,
,3.64009E+14,1401/08/08,3.85,3.68,,901
,3.64009E+14,1402/07/11,3.34,2.68,,14
,3.64009E+14,1399/03/08,3.94,2.94,,43
,3.64009E+14,1403/06/18,3.7,3.49,,15
,3.64009E+14,1400/08/01,5.54,4.01,,436
,3.64009E+14,1401/09/08,5.7,3.68,,35
,3.64009E+14,1398/09/05,3.95,3.2,,55
,3.64009E+14,1400/02/01,3.68,3.15,,
,3.64009E+14,1400/11/05,3.78,3.43,,18
,3.64009E+14,1400/07/04,2.36,3.01,18,
,3.64009E+14,1400/04/01,1.76,2.68,,24
,3.64009E+14,1400/05/02,2.82,3.29,,
,3.64009E+14,1399/10/05,2.9,2.66,,97
,3.64099E+14,1399/04/10,3.26,2.87,,65
,3.64009E+14,1402/03/12,5,2.41,,1071
,3.64009E+14,1401/05/04,1.91,3.14,,332
,3.64009E+14,1403/05/15,4.36,2.84,,149
,3.64009E+14,1400/09/01,3,2.55,,17
,3.64099E+14,1399/04/10,3.03,2.78,,39
,3.64099E+14,1399/10/05,3.28,3.23,,93
,3.64009E+14,1402/09/11,5,3.05,,72
,3.64009E+14,1402/10/11,2.52,2.82,,16
,3.64009E+14,1399/03/08,2.5,2.5,,19
,3.64009E+14,1401/05/04,3.39,3.27,,35
,3.64009E+14,1401/01/06,2.73,2.49,,32
,3.64009E+14,1401/05/04,3.21,3.24,,34
,3.64009E+14,1402/12/16,4.38,3.42,,14
,3.64099E+14,1400/03/04,3.8,2.79,,27
,3.64009E+14,1401/01/06,3.12,2.32,,22
,3.64009E+14,1402/04/11,5.73,3.09,,205
,3.64009E+14,1401/08/08,3.99,3.04,,110
,3.64009E+14,1400/06/02,2.73,2.82,,31
,3.64099E+14,1403/06/18,3.43,3.34,,629
,3.64009E+14,1401/05/04,2.87,3.37,,1153
,3.64009E+14,1400/09/01,3.86,2.33,,16
,3.64009E+14,1399/06/02,3.28,3.19,,51
,3.64099E+14,1402/06/15,4.54,2.85,,2923
,3.64009E+14,1399/02/01,4.3,2.97,,104
,3.64009E+14,1400/11/05,4.29,2.95,,17
,3.64009E+14,1403/06/18,4.77,3.88,,16
,3.64009E+14,1403/08/24,3.74,3.73,,198
,3.64009E+14,1399/01/08,4.49,3.1,,65
,3.64009E+14,1399/06/02,4.86,3.45,,67
,3.64099E+14,1400/03/04,2.55,3.12,,62
,3.64099E+14,1400/02/01,2.43,3.23,,
,3.64009E+14,1402/10/11,3.49,2.89,,11
,3.64009E+14,1401/08/08,6.33,3.89,,157
,3.64009E+14,1399/06/02,4.33,3.62,,1098
,3.64009E+14,1399/08/03,4.54,2.69,,150
,3.64009E+14,1399/11/01,5.02,2.89,,
,3.64009E+14,1402/03/12,4.62,2.93,,971
,3.64009E+14,1400/12/02,2.99,3.15,,23
,3.64009E+14,1399/01/08,3.39,2.82,,38
,3.64009E+14,1399/07/02,3.3,3.23,,138
,3.64099E+14,1400/10/04,3.25,2.92,,16
,3.64009E+14,1403/06/18,5,3.12,,14
,3.64009E+14,1402/03/12,3.97,2.45,,845
,3.64009E+14,1399/09/04,4.01,2.68,,291
,3.64009E+14,1401/03/08,3.46,2.48,,29
,3.64099E+14,1401/06/07,2.97,3.86,,219
,3.64009E+14,1400/12/02,3.91,3.51,,20
,3.64009E+14,1399/06/02,4.31,3.22,,245
,3.64009E+14,1399/03/08,3.31,2.77,,24
,3.64009E+14,1403/06/18,2.15,3.56,,13
,3.64009E+14,1402/05/13,4.35,2.3,,62
,3.64099E+14,1400/05/02,2.68,3.42,,
,3.64009E+14,1403/07/22,5,3.66,,1532
,3.64009E+14,1398/10/03,3.93,2.94,,292
,3.64009E+14,1400/02/01,3.68,2.66,,
,3.64009E+14,1401/12/10,4.29,2.8,,259
,3.64099E+14,1399/11/01,3.89,2.93,,
,3.64009E+14,1400/05/02,3.62,3.92,,
,3.64009E+14,1399/07/02,3.22,2.5,,223
,3.64009E+14,1400/07/04,5.61,4.05,25,
,3.64009E+14,1403/04/11,4.17,3.51,,
,3.64009E+14,1399/07/02,3.3,3.6,,606
,3.64009E+14,1400/08/01,4.19,4.17,,764
,3.64009E+14,1402/09/11,5,3.07,,45
,3.64009E+14,1401/06/07,4.04,3.7,,118
,3.64009E+14,1401/10/07,4.79,4.2,,65
,3.64009E+14,1401/12/10,5.98,3.03,,39
,3.64009E+14,1401/09/08,3.86,4.03,,59
,3.64009E+14,1402/03/12,3.51,2.9,,1276
,3.64009E+14,1400/08/01,4.2,3.19,,230
,3.64009E+14,1400/02/01,3.32,3.23,,
,3.64009E+14,1400/07/04,2.78,3.08,18,
,3.64009E+14,1400/12/02,3.91,3.51,,19
,3.64009E+14,1401/04/04,3.41,3.11,,73
,3.64099E+14,1398/11/03,3.41,3.07,,17
,3.64009E+14,1402/12/16,4.99,3.5,,19
,3.64009E+14,1400/09/01,2.67,2.39,,20
,3.64009E+14,1401/10/07,5.18,3.22,,68
,3.64009E+14,1400/12/02,2.64,2.66,,22
,3.64009E+14,1402/02/12,6.49,2.56,,14
,3.64009E+14,1403/07/22,5,3.21,,23
,3.64009E+14,1399/11/01,4,2.69,,
,3.64009E+14,1401/12/10,5.5,2.46,,697
,3.64009E+14,1398/09/05,2.7,2.79,,24
,3.64009E+14,1400/07/04,5.62,3.45,15,
,3.64009E+14,1400/06/02,3.33,2.96,,20
,3.64099E+14,1402/07/11,4.88,2.68,,139
,3.64009E+14,1399/02/01,3.93,3.09,,30
,3.64099E+14,1400/06/02,1.42,2.59,,22
,3.64009E+14,1402/05/13,5,2.11,,13
,3.64009E+14,1401/06/07,2.88,3.04,,40
,3.64099E+14,1399/03/08,3.87,2.98,,68
,3.64009E+14,1400/04/01,4.23,3.69,,32
,3.64099E+14,1401/10/07,2.99,3.38,,70
,3.64009E+14,1399/09/04,3.99,2.71,,329
,3.64009E+14,1400/01/03,4.03,3.48,,111
,3.64009E+14,1401/03/08,3.89,2.28,,30
,3.64099E+14,1400/05/02,3.74,2.63,,
,3.64009E+14,1401/06/07,3.5,3.78,,103
,3.64009E+14,1401/04/04,2.99,2.94,,1629
,3.64009E+14,1399/07/02,3.41,2.66,,232
,3.64009E+14,1400/02/01,3.68,3.23,,
,3.64009E+14,1401/05/04,2.89,3.03,,157
,3.64099E+14,1402/05/13,3.32,2.21,,102
,3.64009E+14,1398/12/05,3.39,2.82,,
,3.64009E+14,1402/06/15,4.97,3.14,,144
,3.64009E+14,1402/10/11,2.95,2.71,,12
,3.64009E+14,1399/06/02,2.28,3.78,,193
,3.64009E+14,1398/12/05,2.65,2.7,,
,3.64009E+14,1400/06/02,3.18,3.51,,27
,3.64009E+14,1399/02/01,4.87,3.2,,189
,3.64009E+14,1401/07/07,6.99,3.24,,33
,3.64009E+14,1400/11/05,3.12,2.96,,17
,3.64009E+14,1402/06/15,4.26,2.94,,980
,3.64009E+14,1402/10/11,2.92,2.94,,12
,3.64009E+14,1401/03/08,3.27,2.51,,30
,3.64099E+14,1399/11/01,5.3,2.65,,
,3.64009E+14,1403/07/22,4.99,3.12,,603
,3.64009E+14,1401/02/04,4.91,2.92,,778
,3.64009E+14,1403/05/15,4.38,3.13,,19
,3.64009E+14,1403/04/11,4.37,2.84,,
,3.64009E+14,1403/08/24,3.28,3.43,,148
,3.64009E+14,1399/07/02,3.01,3.23,,475
,3.64009E+14,1399/12/01,3.5,3.4,,91
,3.64009E+14,1400/01/03,3.12,2.55,,54
,3.64009E+14,1400/10/04,3.05,2.87,,17
,3.64009E+14,1399/06/02,5.38,4.25,,284
,3.64009E+14,1399/05/02,2.98,3.15,,
,3.64009E+14,1401/12/10,6.19,3.15,,308
,3.64009E+14,1401/03/08,2.91,2.22,,34
,3.64009E+14,1401/04/04,2.54,3.2,,1288
,3.64009E+14,1400/02/01,3.92,3.23,,
,3.64099E+14,1400/09/01,4.39,2.06,,105
,3.64009E+14,1399/07/02,2.97,3,,38
,3.64009E+14,1402/03/12,5,2.47,,714
,3.64009E+14,1399/03/08,3.42,3.1,,39
,3.64099E+14,1399/01/08,2.87,3.27,,333
,3.64009E+14,1399/09/04,2.83,2.36,,150
,3.64009E+14,1400/07/04,3.79,2.8,575,
,3.64009E+14,1402/05/13,3.84,2.42,,18
,3.64009E+14,1401/01/06,4.07,3.11,,22
,3.64009E+14,1402/04/11,3.32,2.13,,18
,3.64009E+14,1401/12/10,6.08,2.74,,678
,3.64009E+14,1403/05/15,3.95,4,,12
,3.64009E+14,1402/12/16,3.43,3.29,,25
,3.64009E+14,1403/07/22,5,2.65,,399
,3.64009E+14,1399/11/01,2.8,2.35,,
,3.64009E+14,1400/07/04,1.93,3.11,17,
,3.64009E+14,1402/04/11,3.1,2.62,,15
,3.64099E+14,1399/10/05,4.14,3.18,,84
,3.64009E+14,1399/05/02,3.24,2.62,,
,3.64009E+14,1401/07/07,5.46,2.88,,30
,3.64099E+14,1399/11/01,2.56,2.75,,
,3.64009E+14,1402/09/11,3.5,2.77,,251
,3.64009E+14,1401/03/08,3.82,2.29,,30
,3.64009E+14,1402/09/11,4.99,3.18,,30
,3.64009E+14,1399/09/04,3.89,2.76,,148
,3.64009E+14,1400/11/05,4.31,3.18,,17
,3.64009E+14,1400/08/01,3.67,3.23,,586
,3.64009E+14,1399/07/02,3.25,3.23,,495
,3.64099E+14,1402/11/15,4.82,3.45,,
,3.64099E+14,1401/01/06,6.05,3.44,,86
,3.64099E+14,1401/03/08,3.52,2.53,,29
,3.64099E+14,1401/08/08,4.44,2.75,,431
,3.64009E+14,1399/08/03,3.66,3.53,,55
,3.64099E+14,1401/03/08,3.3,2.53,,31
,3.64009E+14,1401/03/08,3.14,2.54,,29
,3.64009E+14,1399/11/01,2.94,2.86,,
,3.64009E+14,1403/05/15,4.79,2.87,,21
,3.64009E+14,1402/05/13,5,2.21,,19
,3.64099E+14,1401/10/07,4.03,3.39,,68
,3.64009E+14,1402/12/16,5,3.5,,38
,3.64009E+14,1402/09/11,3.98,3.18,,35
,3.64009E+14,1402/03/12,5,2.23,,1075
,3.64009E+14,1401/11/09,3.85,3.42,,32
,3.64009E+14,1399/08/03,3.38,3.77,,498
,3.64009E+14,1401/01/06,4.11,3.02,,111
,3.64009E+14,1401/02/04,4.32,3.08,,35
,3.64009E+14,1402/03/12,3.34,2.43,,1152
,3.64009E+14,1399/12/01,3.25,3.23,,37
,3.64099E+14,1402/02/12,3.71,2.77,,20
,3.64009E+14,1402/04/11,4.95,2.63,,274
,3.64009E+14,1401/08/08,1.56,2.9,,31
,3.64009E+14,1403/02/07,5,2.84,,1776
,3.64009E+14,1402/02/12,5.09,3.17,,15
,3.64009E+14,1401/06/07,3.49,3.26,,91
,3.64009E+14,1400/07/04,2.83,2.87,17,
,3.64009E+14,1400/04/01,1.92,2.86,,19
,3.64009E+14,1399/04/10,3.26,2.96,,77
,3.64009E+14,1399/07/02,3.01,3,,500
,3.64099E+14,1400/06/02,2.93,3.35,,22
,3.64099E+14,1401/09/08,4.24,3.84,,152
,3.64009E+14,1398/09/05,2.35,3.45,,16
,3.64009E+14,1399/02/01,4.33,3.23,,139
,3.64009E+14,1400/11/05,4.4,3.15,,20
,3.64009E+14,1401/08/08,6.99,3.18,,32
,3.64009E+14,1402/04/11,6.13,2.57,,11
,3.64009E+14,1402/11/15,3.1,2.91,,
,3.64009E+14,1400/07/04,6.23,3.27,20,
,3.64009E+14,1402/04/11,4.74,2.54,,13
,3.64009E+14,1400/11/05,3.88,2.87,,18
,3.64009E+14,1399/11/01,3.09,2.66,,
,3.64009E+14,1399/07/02,3.5,3.75,,339
,3.64009E+14,1400/05/02,2.98,2.78,,
,3.64099E+14,1401/02/04,3.31,2.21,,37
,3.64009E+14,1400/07/04,4.2,3.16,18,
,3.64009E+14,1400/06/02,2.79,3,,220
,3.64009E+14,1402/07/11,5,3.16,,820
,3.64009E+14,1402/10/11,3.72,3.14,,13
,3.64009E+14,1400/11/05,2.7,2.71,,24
,3.64009E+14,1401/01/06,2.28,2.17,,531
,3.64009E+14,1399/11/01,4.63,3.02,,
,3.64009E+14,1401/07/07,5.27,4.02,,410
,3.64009E+14,1402/04/11,2.59,2.77,,486
,3.64009E+14,1400/10/04,3.12,2.92,,16
,3.64099E+14,1401/12/10,4.21,2.83,,100
,3.64009E+14,1403/06/18,2.49,3.28,,12
,3.64009E+14,1399/04/10,2.88,3.06,,48
,3.64009E+14,1400/09/01,3.11,2.54,,16
,3.64099E+14,1400/03/04,3.52,2.24,,115
,3.64009E+14,1400/02/01,3.87,3.23,,
,3.64009E+14,1403/04/11,4.01,2.7,,
,3.64009E+14,1401/04/04,3.72,3.09,,42
,3.64009E+14,1401/09/08,4.96,3.3,,113
,3.64009E+14,1403/06/18,2,3.24,,14
,3.64009E+14,1402/01/09,4.88,4.06,,95
,3.64009E+14,1399/06/02,1.73,3.07,,69
,3.64009E+14,1403/05/15,3.07,3.3,,14
,3.64009E+14,1403/02/07,3.32,3.04,,52
,3.64009E+14,1399/12/01,3.41,3.31,,76
,3.64009E+14,1399/10/05,4.21,3.07,,39
,3.64009E+14,1402/07/11,4.88,2.57,,47
,3.64009E+14,1400/03/04,3.4,3.46,,17
,3.64099E+14,1400/10/04,3.04,2.82,,16
,3.64009E+14,1402/10/11,3.2,3.02,,12
,3.64009E+14,1402/03/12,5,2.67,,1274
,3.64009E+14,1402/09/11,4.1,2.78,,18
,3.64009E+14,1399/08/03,3.45,2.72,,50
,3.64009E+14,1400/03/04,3.32,3.24,,19
,3.64009E+14,1402/11/15,3.31,2.74,,
,3.64009E+14,1400/09/01,5.09,3.41,,20
,3.64009E+14,1402/09/11,4.3,2.64,,115
,3.64009E+14,1403/06/18,5,2.85,,18
,3.64009E+14,1400/11/05,3.06,3.05,,22
,3.64099E+14,1399/10/05,4.77,3.18,,187
,3.64099E+14,1400/12/02,2.54,2.74,,18
,3.64009E+14,1403/02/07,3.99,2.87,,1263
,3.64009E+14,1402/11/15,2.59,2.93,,
,3.64009E+14,1400/02/01,1.69,3.23,,
,3.64009E+14,1402/11/15,4,3.64,,
,3.64009E+14,1402/12/16,5,3.32,,44
,3.64009E+14,1403/05/15,4.62,4.21,,16
,3.64009E+14,1399/08/03,2.71,2.66,,45
,3.64009E+14,1400/04/01,2.42,3.25,,95
,3.64009E+14,1399/05/02,3.46,3.55,,
,3.64009E+14,1400/12/02,3.64,2.73,,176
,3.64009E+14,1402/01/09,5.68,3.32,,287
,3.64009E+14,1399/11/01,2.53,2.77,,
,3.64009E+14,1402/12/16,3.57,3.46,,111
,3.64009E+14,1402/02/12,4.5,2.29,,26
,3.64009E+14,1401/12/10,6.05,2.9,,148
,3.64009E+14,1399/06/02,3.72,3.63,,510
,3.64009E+14,1400/12/02,3.8,3.41,,19
,3.64009E+14,1402/01/09,6.9,5.01,,26
,3.64099E+14,1401/07/07,6.59,4.52,,113
,3.64009E+14,1402/09/11,2.74,2.64,,39
,3.64009E+14,1400/10/04,3.27,3.02,,16
,3.64009E+14,1399/09/04,4,2.67,,191
,3.64009E+14,1401/07/07,6.57,5.25,,431
,3.64009E+14,1400/09/01,3.85,2.22,,16
,3.64009E+14,1402/07/11,4.08,3.34,,1030
,3.64009E+14,1401/05/04,2.6,2.88,,122
,3.64009E+14,1399/07/02,3.3,3.65,,380
,3.64099E+14,1400/05/02,3.96,3.07,,
,3.64009E+14,1402/12/16,4.39,2.85,,80
,3.64009E+14,1402/05/13,3.01,2.6,,11
,3.64009E+14,1401/11/09,3.73,3.55,,659
,3.64009E+14,1402/10/11,5,3.43,,12
,3.64009E+14,1402/06/15,4.34,3.82,,55
,3.64009E+14,1402/04/11,3.5,2.5,,13
,3.64099E+14,1399/11/01,3.46,2.48,,
,3.64009E+14,1401/12/10,4.86,2.45,,27
,3.64009E+14,1402/04/11,2.94,2.13,,23
,3.64009E+14,1399/12/01,2.9,4.64,,131
,3.64009E+14,1401/11/09,5.99,3.37,,159
,3.64009E+14,1402/05/13,5,2.37,,11
,3.64009E+14,1400/02/01,2.96,3.23,,
,3.64099E+14,1401/06/07,3.01,3.35,,32
,3.64009E+14,1400/05/02,2.9,3.89,,
,3.64009E+14,1399/12/01,2.97,2.66,,83
,3.64009E+14,1401/02/04,5.26,2.95,,936
,3.64099E+14,1402/10/11,3.65,3.06,,64
,3.64009E+14,1401/12/10,4.54,2.45,,44
,3.64009E+14,1402/06/15,3.85,2.87,,16
,3.64099E+14,1402/07/11,4.16,2.55,,16
,3.64009E+14,1400/04/01,2.45,2.73,,587
,3.64009E+14,1400/10/04,3.44,2.77,,17
,3.64099E+14,1401/02/04,4.56,2.47,,590
,3.64009E+14,1403/04/11,3.51,3.62,,
,3.64009E+14,1402/04/11,4.29,2.05,,15
,3.64009E+14,1402/07/11,4.46,3.14,,2062
,3.64009E+14,1402/09/11,5,2.93,,53
,3.64009E+14,1399/11/01,4.57,2.81,,
,3.64009E+14,1402/06/15,5,2.69,,4436
,3.64009E+14,1403/07/22,5,3.58,,171
,3.64009E+14,1400/07/04,5.15,3.66,16,
,3.64009E+14,1399/11/01,3.9,2.85,,
,3.64009E+14,1400/05/02,2.95,2.92,,
,3.64009E+14,1399/12/01,3.49,2.66,,163
,3.64009E+14,1402/06/15,4.6,2.48,,16
,3.64009E+14,1401/12/10,4.86,2.72,,662
,3.64009E+14,1400/05/02,2.61,3.15,,
,3.64099E+14,1403/06/18,2.89,3.64,,14
,3.64009E+14,1402/10/11,3.3,2.94,,10
,3.64009E+14,1401/11/09,5.53,3.52,,339
,3.64009E+14,1402/03/12,5,2.22,,666
,3.64009E+14,1399/05/02,3.34,2.92,,
,3.64009E+14,1403/05/15,1.86,3.12,,18
,3.64009E+14,1401/08/08,3.19,2.97,,32
,3.64009E+14,1400/06/02,3.05,4.54,,27
,3.64009E+14,1403/08/24,2.85,3.68,,38
,3.64099E+14,1401/02/04,3.96,2.66,,183
,3.64009E+14,1401/02/04,3.07,2.69,,177
,3.64009E+14,1401/07/07,4.42,3.1,,388
,3.64009E+14,1400/12/02,3.58,3.16,,20
,3.64009E+14,1399/08/03,3.4,2.4,,2130
,3.64009E+14,1401/09/08,5.88,3.23,,85
,3.64009E+14,1403/04/11,5,3.4,,
,3.64009E+14,1402/12/16,5,4.84,,104
,3.64009E+14,1399/12/01,3.29,3.36,,241
,3.64009E+14,1400/05/02,2.57,2.95,,
,3.64099E+14,1401/11/09,5.18,3.45,,628
,3.64009E+14,1401/05/04,3.04,3.19,,143
,3.64009E+14,1400/02/01,2.49,3.23,,
,3.64099E+14,1400/08/01,4.1,3.37,,963
,3.64009E+14,1403/07/22,5,3.18,,77
,3.64009E+14,1403/02/07,3.62,2.83,,33
,3.64009E+14,1402/11/15,3.53,3.42,,
,3.64009E+14,1400/06/02,3.37,3.16,,18
,3.64099E+14,1401/11/09,4.87,2.76,,727
,3.64009E+14,1402/07/11,5,3.02,,548
,3.64009E+14,1403/02/07,4.45,3.05,,47
,3.64009E+14,1401/03/08,3.16,2.81,,30
,3.64009E+14,1401/11/09,6.37,3.02,,134
,3.64009E+14,1402/09/11,5,2.96,,101
,3.64009E+14,1399/09/04,4.04,2.69,,313
,3.64099E+14,1401/01/06,3.87,2.68,,99
,3.64009E+14,1402/01/09,3.92,3.25,,37
,3.64009E+14,1402/05/13,5,2.6,,12
,3.64009E+14,1401/02/04,3.33,2.54,,35
,3.64009E+14,1402/10/11,3.57,2.65,,11
,3.64009E+14,1403/08/24,4.57,3.08,,200
,3.64009E+14,1400/02/01,3.52,3.23,,
,3.64009E+14,1401/06/07,3.31,3.17,,60
,3.64009E+14,1402/09/11,3.26,2.69,,38
,3.64009E+14,1403/07/22,4.9,3.54,,673
,3.64099E+14,1399/09/04,4.05,2.69,,283
,3.64099E+14,1400/01/03,3.17,2.86,,194
,3.64009E+14,1401/05/04,2.95,3.39,,291
,3.64009E+14,1402/10/11,3.26,2.93,,12
,3.64009E+14,1401/11/09,3.8,3.09,,153
,3.64099E+14,1400/01/03,2.23,2.47,,55
,3.64009E+14,1403/06/18,2.45,4.02,,11
,3.64009E+14,1399/01/08,4.35,2.81,,52
,3.64009E+14,1401/06/07,3.75,3.5,,176
,3.64009E+14,1400/06/02,2.95,3.08,,20
,3.64099E+14,1401/07/07,4.57,3.27,,131
,3.64009E+14,1401/11/09,3.5,3.92,,1498
,3.64099E+14,1401/05/04,3.84,3.51,,366
,3.64009E+14,1401/11/09,5.68,3.32,,1358
,3.64009E+14,1402/10/11,3.53,3.39,,11
,3.64009E+14,1399/10/05,3.98,3.08,,328
,3.64099E+14,1403/02/07,2.99,2.78,,82
,3.64009E+14,1401/03/08,2.85,2.53,,29
,3.64009E+14,1402/10/11,3.74,3.48,,11
,3.64009E+14,1403/07/22,5,3.16,,365
,3.64009E+14,1400/03/04,2.92,3.25,,20
,3.64009E+14,1401/02/04,3.37,2.77,,644
,3.64099E+14,1401/12/10,5.04,2.66,,129
,3.64009E+14,1401/02/04,2.85,3.02,,38
,3.64009E+14,1400/01/03,3.81,3.1,,50
,3.64009E+14,1403/06/18,4.04,3.89,,12
,3.64009E+14,1400/11/05,3.28,2.69,,27
,3.64009E+14,1403/08/24,4.15,3.12,,111
,3.64009E+14,1399/09/04,3.95,2.75,,150
,3.64009E+14,1399/08/03,3.11,3.13,,269
,3.64099E+14,1402/06/15,3.68,2.79,,15
,3.64009E+14,1402/11/15,3.51,3.3,,
,3.64009E+14,1402/02/12,6.9,2.43,,26
,3.64009E+14,1402/09/11,3.62,3.12,,464
,3.64009E+14,1399/09/04,3.95,2.74,,148
,3.64009E+14,1399/06/02,4.26,3.44,,200
,3.64009E+14,1401/09/08,3.34,4.08,,294
,3.64009E+14,1399/11/01,3.81,2.82,,
,3.64009E+14,1403/06/18,3.54,3.39,,12
,3.64009E+14,1401/02/04,4.22,2.07,,31
,3.64009E+14,1400/08/01,4.31,3.18,,453
,3.64009E+14,1400/01/03,2.84,1.97,,48
,3.64009E+14,1398/12/05,3.09,3.38,,
,3.64051E+14,1403/08/24,5,3.37,,241
,3.64099E+14,1403/05/15,3.09,2.99,,11
,3.64009E+14,1399/01/08,3.49,3.27,,69
,3.64009E+14,1402/10/11,3.7,2.83,,15
,3.64009E+14,1400/10/04,4.13,2.57,,19
,3.64009E+14,1402/05/13,5,2.38,,12
,3.64009E+14,1403/07/22,5,3.64,,13
,3.64009E+14,1401/04/04,2.73,3.09,,487
,3.64009E+14,1399/12/01,3.02,3.39,,284
,3.64009E+14,1399/02/01,4.84,2.77,,167
,3.64009E+14,1400/10/04,3.28,2.82,,18
,3.64009E+14,1401/06/07,3.03,3.14,,1549
,3.64099E+14,1400/11/05,3.29,2.42,,42
,3.64009E+14,1400/02/01,2.87,3.23,,
,3.64009E+14,1400/09/01,4.12,2.51,,15
,3.64099E+14,1399/05/02,3.01,3.1,,
,3.64009E+14,1403/06/18,2.66,3.44,,18
,3.64009E+14,1402/11/15,2.74,3.28,,
,3.64009E+14,1402/01/09,3.21,3.03,,85
,3.64009E+14,1403/07/22,5,2.88,,1021
,3.64099E+14,1399/06/02,3.44,2.7,,167
,3.64009E+14,1403/02/07,5,2.94,,43
,3.64009E+14,1399/02/01,3.44,3.75,,22
,3.64009E+14,1401/10/07,2.62,3.12,,65
,3.64099E+14,1399/09/04,2.75,2.27,,171
,3.64009E+14,1403/06/18,2.43,3.5,,12
,3.64009E+14,1401/04/04,2.9,3.24,,550
,3.64099E+14,1399/07/02,3.13,3.17,,188
,3.64099E+14,1399/08/03,3.42,3.79,,109
,3.64009E+14,1401/11/09,4.5,3.04,,97
,3.64009E+14,1402/11/15,3.47,2.88,,
,3.64009E+14,1401/03/08,4.28,2.37,,29
,3.64009E+14,1400/11/05,2.35,3,,19
,3.64099E+14,1399/08/03,3.7,2.71,,36
,3.64099E+14,1399/07/02,3.33,3.23,,90
,3.64009E+14,1401/03/08,3.24,2.07,,29
,3.64009E+14,1403/07/22,3.47,2.97,,24
,3.64009E+14,1398/12/05,3.34,3.18,,
,3.64009E+14,1403/07/22,3.46,2.74,,71
,3.64009E+14,1401/10/07,6.52,3.19,,98
,3.64009E+14,1401/05/04,3.21,3.35,,1162
,3.64099E+14,1400/07/04,5.16,3.15,102,
,3.64009E+14,1401/11/09,3.97,3.66,,332
,3.64009E+14,1400/07/04,5.08,3.25,94,
,3.64009E+14,1401/01/06,3.18,2.81,,3968
,3.64009E+14,1401/05/04,2.86,2.93,,33
,3.64099E+14,1400/02/01,3.37,3.39,,
,3.64009E+14,1403/05/15,6.23,4.01,,2994
,3.64009E+14,1400/08/01,4.64,3.55,,284
,3.64009E+14,1403/06/18,4.49,4.75,,14
,3.64009E+14,1402/05/13,2.91,2.57,,21
,3.64009E+14,1400/12/02,4.35,3.52,,19
,3.64009E+14,1400/09/01,3.73,2.74,,22
,3.64009E+14,1399/12/01,3.63,3.31,,47
,3.64009E+14,1401/04/04,4.26,3.2,,35
,3.64099E+14,1400/02/01,3.72,2.5,,
,3.64009E+14,1399/12/01,3.37,3.23,,130
,3.64009E+14,1401/11/09,3.82,3.32,,1470
,3.64099E+14,1403/05/15,4.29,2.15,,16
,3.64009E+14,1403/05/15,5.25,2.64,,12
,3.64009E+14,1400/09/01,3.85,2.92,,17
,3.64009E+14,1401/02/04,4.31,2.94,,31
,3.64009E+14,1402/01/09,4.43,3.37,,1258
