HerdCode,RegNo,Jalali,Fat,Protein,FreezingPointDepression,Cells
,3.64009E+14,1400/04/01,2.68,3.38,,33
,3.64009E+14,1401/04/04,3.94,3.38,,647
,3.64009E+14,1403/05/15,2.84,3.36,,16
,3.64009E+14,1400/06/02,2.83,3.14,,59
,3.64051E+14,1403/04/11,3.04,3.43,,
,3.64009E+14,1403/05/15,4.26,3.79,,620
,3.64009E+14,1400/10/04,3.52,2.77,,17
,3.64099E+14,1401/10/07,3.84,3.4,,69
,3.64099E+14,1402/12/16,3.68,3,,109
,3.64009E+14,1402/06/15,5,2.86,,11
,3.64099E+14,1401/09/08,6.34,3.48,,30
,3.64009E+14,1403/08/24,2,5,,2332
,3.64009E+14,1402/05/13,5,2.68,,16
,3.64009E+14,1400/09/01,3.45,2.61,,16
,3.64009E+14,1400/11/05,2.25,3.1,,148
,3.64009E+14,1400/07/04,3.61,3.41,22,
,3.64009E+14,1400/12/02,3.97,3.02,,19
,3.64099E+14,1400/11/05,1.86,3.08,,163
,3.64009E+14,1400/09/01,3.36,2.59,,19
,3.64009E+14,1403/05/15,5.59,4.16,,185
,3.64009E+14,1400/12/02,2.53,2.62,,18
,3.64009E+14,1400/12/02,3.61,2.86,,24
,3.64009E+14,1400/02/01,2.53,2.64,,
,3.64099E+14,1401/05/04,2.68,2.94,,35
,3.64099E+14,1400/05/02,3.36,4.26,,
,3.64009E+14,1403/04/11,2.92,2.94,,
,3.64009E+14,1399/06/02,2.79,3.13,,61
,3.64009E+14,1400/11/05,4.44,2.87,,17
,3.64009E+14,1401/11/09,4.57,3.16,,63
,3.64009E+14,1400/11/05,3.46,2.87,,109
,3.64009E+14,1399/01/08,3.8,3.33,,72
,3.64009E+14,1403/07/22,4.64,3.51,,18
,3.64009E+14,1399/03/08,4.19,3.17,,195
,3.64009E+14,1401/11/09,5.06,3.58,,32
,3.64009E+14,1402/06/15,3.1,2.98,,19
,3.64009E+14,1402/12/16,4.47,3.46,,27
,3.64009E+14,1402/05/13,3.93,1.91,,10
,3.64009E+14,1402/10/11,5,2.8,,12
,3.64009E+14,1403/08/24,5,3.18,,136
,3.64009E+14,1400/03/04,3.2,2.36,,104
,3.64009E+14,1399/04/10,3.39,2.76,,20
,3.64099E+14,1403/06/18,3.77,3.18,,15
,3.64009E+14,1401/04/04,4.23,3.75,,65
,3.64009E+14,1403/07/22,5,3.29,,528
,3.64009E+14,1402/12/16,4.86,3.47,,12
,3.64009E+14,1400/02/01,3.42,3.23,,
,3.64009E+14,1401/02/04,2.97,2.35,,50
,3.64009E+14,1400/09/01,2.94,2.47,,20
,3.64009E+14,1399/07/02,3.28,2.5,,408
,3.64009E+14,1399/10/05,2.52,2.76,,140
,3.64099E+14,1400/12/02,3.13,2.95,,18
,3.64099E+14,1402/11/15,2.23,2.77,,
,3.64009E+14,1403/05/15,3.5,2.77,,15
,3.64009E+14,1402/11/15,3.15,3.56,,
,3.64009E+14,1401/12/10,4.16,2.17,,54
,3.64009E+14,1402/03/12,5,2.6,,1549
,3.64009E+14,1402/07/11,4.63,3.06,,1621
,3.64009E+14,1400/11/05,4.13,3.14,,24
,3.64099E+14,1402/04/11,4.09,2.17,,315
,3.64009E+14,1403/02/07,3.51,2.84,,52
,3.64009E+14,1400/12/02,3.89,3.39,,51
,3.64099E+14,1402/04/11,3.97,2.43,,1055
,3.64099E+14,1400/06/02,3.8,3.44,,71
,3.64009E+14,1401/06/07,4.38,3.75,,2474
,3.64009E+14,1403/08/24,2.42,2.51,,45
,3.64009E+14,1401/01/06,5.35,3.16,,21
,3.64099E+14,1400/12/02,6.59,4.63,,42
,3.64009E+14,1403/06/18,3.32,3.26,,14
,3.64099E+14,1401/08/08,4.4,3.5,,73
,3.64099E+14,1401/04/04,4.82,2.96,,244
,3.64009E+14,1402/11/15,3.16,3.53,,
,3.64009E+14,1401/12/10,6.9,2.72,,79
,3.64009E+14,1402/11/15,3.18,2.98,,
,3.64009E+14,1401/02/04,4.34,3.05,,34
,3.64009E+14,1402/12/16,4.3,3.43,,21
,3.64009E+14,1400/11/05,4.92,3.27,,23
,3.64009E+14,1403/04/11,5,5.25,,
,3.64009E+14,1400/12/02,3.36,2.8,,17
,3.64009E+14,1399/06/02,2.77,3.53,,54
,3.64009E+14,1403/06/18,3.73,4.14,,15
,3.64009E+14,1402/10/11,3.51,2.89,,10
,3.64009E+14,1402/09/11,5,2.81,,344
,3.64009E+14,1401/11/09,4.22,2.48,,1032
,3.64009E+14,1402/02/12,5.91,2.61,,11
,3.64009E+14,1402/11/15,3.22,3.08,,
,3.64009E+14,1403/08/24,3.42,3.42,,89
,3.64009E+14,1400/03/04,3.88,3.19,,16
,3.64009E+14,1402/02/12,4.69,2.5,,20
,3.64009E+14,1399/04/10,3.24,2.98,,119
,3.64009E+14,1399/11/01,3.78,2.89,,
,3.64099E+14,1399/10/05,2.94,3.13,,549
,3.64009E+14,1401/12/10,5.23,2.94,,324
,3.64009E+14,1398/12/05,3.38,2.61,,
,3.64009E+14,1401/02/04,3.23,2.93,,97
,3.64009E+14,1400/07/04,3.5,3.3,42,
,3.64051E+14,1403/08/24,4.3,3.97,,198
,3.64009E+14,1399/10/05,3.96,2.83,,455
,3.64009E+14,1402/02/12,3.03,2.82,,13
,3.64009E+14,1401/04/04,4.71,2.95,,169
,3.64099E+14,1402/04/11,3.62,1.96,,3265
,3.64009E+14,1403/05/15,3.81,2.9,,22
,3.64009E+14,1399/05/02,2.83,3.01,,
,3.64009E+14,1401/07/07,5.37,3,,220
,3.64009E+14,1402/03/12,5,2.49,,940
,3.64009E+14,1401/04/04,4.3,3.35,,31
,3.64099E+14,1400/09/01,2.91,2.04,,15
,3.64009E+14,1399/11/01,3.68,2.46,,
,3.64009E+14,1402/07/11,5,3.34,,2584
,3.64009E+14,1401/08/08,3.53,3.14,,481
,3.64009E+14,1403/05/15,5.11,3.69,,12
,3.64009E+14,1402/02/12,4.2,2.25,,17
,3.64009E+14,1400/11/05,5.1,2.91,,18
,3.64009E+14,1399/07/02,3.67,2.66,,95
,3.64009E+14,1399/03/08,3.78,3,,510
,3.64009E+14,1399/10/05,4.91,2.48,,94
,3.64009E+14,1400/05/02,2.88,4.24,,
,3.64009E+14,1403/05/15,4.93,2.9,,13
,3.64009E+14,1402/02/12,4.66,2.15,,13
,3.64009E+14,1400/05/02,2.14,3.22,,
,3.64009E+14,1403/08/24,3.38,3.69,,160
,3.64009E+14,1402/03/12,4.43,2.32,,738
,3.64009E+14,1399/01/08,3.67,2.99,,88
,3.64009E+14,1399/10/05,3.63,2.97,,70
,3.64009E+14,1399/08/03,3.2,3.23,,48
,3.64009E+14,1400/06/02,2.72,3.13,,23
,3.64009E+14,1401/12/10,5.58,3.24,,853
,3.64009E+14,1401/03/08,3.9,2.52,,30
,3.64009E+14,1399/08/03,3.38,3.23,,470
,3.64009E+14,1400/05/02,2.91,3.72,,
,3.64009E+14,1399/04/10,2.97,3.09,,40
,3.64009E+14,1399/11/01,5.3,2.97,,
,3.64009E+14,1399/07/02,3.63,3.54,,189
,3.64009E+14,1400/11/05,4.66,4.01,,20
,3.64009E+14,1400/09/01,4.16,2.68,,15
,3.64099E+14,1401/12/10,4.62,2.46,,496
,3.64009E+14,1400/12/02,3.05,2.63,,21
,3.64009E+14,1402/09/11,4.44,2.91,,80
,3.64009E+14,1401/11/09,5.29,3.42,,853
,3.64099E+14,1402/10/11,2.99,3.16,,12
,3.64009E+14,1400/12/02,3.07,2.63,,19
,3.64009E+14,1401/05/04,3.05,3.19,,85
,3.64009E+14,1403/06/18,2.83,3.61,,14
,3.64009E+14,1402/05/13,3.81,2.64,,16
,3.64009E+14,1399/08/03,3.46,2.2,,55
,3.64009E+14,1402/09/11,3.52,2.82,,420
,3.64009E+14,1401/07/07,5.69,3.6,,143
,3.64099E+14,1400/03/04,2.65,3.11,,76
,3.64009E+14,1402/01/09,4.87,2.76,,20
,3.64009E+14,1399/09/04,4.06,2.7,,330
,3.64009E+14,1401/02/04,3.87,2.74,,33
,3.64009E+14,1401/01/06,3.45,2.65,,77
,3.64009E+14,1403/08/24,2,3.21,,125
,3.64009E+14,1402/09/11,5,2.86,,55
,3.64099E+14,1401/12/10,4.04,2.27,,704
,3.64009E+14,1402/05/13,4.41,2.71,,14
,3.64009E+14,1401/04/04,3.14,3.16,,860
,3.64009E+14,1399/05/02,3.69,3.25,,
,3.64009E+14,1400/03/04,1.97,2.37,,19
,3.64009E+14,1401/02/04,3.1,2.31,,34
,3.64009E+14,1401/10/07,4.56,2.78,,65
,3.64009E+14,1400/09/01,3.87,2.81,,16
,3.64099E+14,1399/11/01,4.21,3.28,,
,3.64009E+14,1403/04/11,3.21,3.09,,
,3.64009E+14,1399/05/02,2.86,3.31,,
,3.64009E+14,1401/09/08,3.92,3.13,,33
,3.64099E+14,1398/12/05,4.94,3.24,,
,3.64009E+14,1399/04/10,3.34,2.88,,162
,3.64009E+14,1400/04/01,2.99,3.19,,452
,3.64009E+14,1401/11/09,4.53,2.71,,163
,3.64099E+14,1400/06/02,3.95,3.61,,21
,3.64009E+14,1401/09/08,3.04,3.51,,171
,3.64009E+14,1400/12/02,4.12,3.08,,20
,3.64009E+14,1399/08/03,3.87,3.49,,61
,3.64009E+14,1402/12/16,3.86,2.67,,114
,3.64009E+14,1401/10/07,3.09,3.24,,67
,3.64009E+14,1402/03/12,4.41,2.41,,770
,3.64009E+14,1402/11/15,2,3.04,,
,3.64009E+14,1399/05/02,3.47,3.22,,
,3.64009E+14,1400/09/01,3.52,2.94,,16
,3.64009E+14,1399/07/02,3.24,3.23,,172
,3.64009E+14,1399/08/03,3.24,3.23,,56
,3.64009E+14,1401/06/07,3.23,3.26,,1104
,3.64009E+14,1403/04/11,3.62,3.13,,
,3.64009E+14,1399/11/01,4.74,2.95,,
,3.64009E+14,1399/07/02,3.13,4.4,,88
,3.64009E+14,1400/06/02,3.77,3.42,,19
,3.64099E+14,1400/12/02,3.22,2.53,,18
,3.64099E+14,1402/01/09,5.95,3.21,,988
,3.64009E+14,1399/07/02,3.63,3.54,,182
,3.64009E+14,1402/01/09,5.53,3.52,,39
,3.64099E+14,1400/05/02,2.87,2.75,,
,3.64009E+14,1401/03/08,3.29,2.17,,98
,3.64009E+14,1399/09/04,2.84,2.37,,172
,3.64009E+14,1399/06/02,3.14,3.31,,47
,3.64009E+14,1400/06/02,1.96,3.19,,20
,3.64009E+14,1400/08/01,4.06,3.46,,682
,3.64009E+14,1402/01/09,6.9,3.28,,125
,3.64099E+14,1399/03/08,3.62,3.13,,91
,3.64009E+14,1399/12/01,3.13,4.4,,113
,3.64009E+14,1401/11/09,5.13,3.24,,54
,3.64009E+14,1400/03/04,3.01,2.89,,147
,3.64051E+14,1403/08/24,3.74,3.01,,135
,3.64009E+14,1402/09/11,5,3.24,,177
,3.64009E+14,1398/10/03,3.26,3.2,,69
,3.64009E+14,1399/12/01,3.38,3.77,,54
,3.64009E+14,1399/05/02,2.98,2.94,,
,3.64009E+14,1402/04/11,3.46,2.37,,16
,3.64009E+14,1400/02/01,3.48,3.23,,
,3.64009E+14,1400/01/03,2.82,2.44,,392
,3.64009E+14,1401/02/04,3.79,2.14,,64
,3.64009E+14,1403/06/18,3.01,3.89,,13
,3.64009E+14,1402/07/11,3.86,3.07,,12
,3.64009E+14,1400/09/01,4.71,3.02,,16
,3.64009E+14,1401/10/07,5.13,2.78,,67
,3.64009E+14,1401/01/06,3.82,2.36,,3195
,3.64099E+14,1399/04/10,2.94,2.79,,29
,3.64009E+14,1400/09/01,3.39,2.58,,15
,3.64009E+14,1399/08/03,3.2,3.03,,68
,3.64009E+14,1401/07/07,3.44,4.58,,41
,3.64009E+14,1401/09/08,6.99,3.56,,84
,3.64009E+14,1403/04/11,3.39,2.92,,
,3.64009E+14,1400/05/02,3.97,3.98,,
,3.64009E+14,1402/11/15,2.93,2.77,,
,3.64009E+14,1401/09/08,6.23,3.48,,55
,3.64009E+14,1400/09/01,4.38,2.7,,18
,3.64099E+14,1401/02/04,4.82,3.09,,41
,3.64009E+14,1403/05/15,3.84,3.15,,195
,3.64009E+14,1402/12/16,4.07,2.95,,17
,3.64009E+14,1401/03/08,5.14,2.41,,29
,3.64009E+14,1401/02/04,6.42,3.13,,80
,3.64009E+14,1402/01/09,4.2,3.04,,3815
,3.64009E+14,1401/12/10,6.9,2.68,,1938
,3.64009E+14,1401/03/08,5.37,3.29,,36
,3.64009E+14,1401/12/10,3.73,2.67,,981
,3.64009E+14,1400/09/01,3.38,2.6,,15
,3.64009E+14,1401/12/10,6.9,2.6,,27904
,3.64009E+14,1403/04/11,2.69,5.48,,
,3.64009E+14,1401/01/06,2.39,3.17,,24
,3.64099E+14,1403/04/11,3.68,2.78,,
,3.64009E+14,1403/07/22,4,3.31,,16
,3.64009E+14,1400/12/02,3.34,2.87,,27
,3.64009E+14,1401/11/09,6.35,3.47,,337
,3.64099E+14,1401/02/04,3.48,2.71,,38
,3.64009E+14,1403/07/22,5,3.3,,134
,3.64009E+14,1400/08/01,4.09,3.87,,561
,3.64009E+14,1400/04/01,1.89,3.01,,18
,3.64009E+14,1401/04/04,2.38,2.95,,81
,3.64009E+14,1400/10/04,3.21,2.74,,15
,3.64099E+14,1402/12/16,3.36,3.21,,71
,3.64009E+14,1403/08/24,2,4.6,,168
,3.64009E+14,1400/11/05,4.35,2.79,,21
,3.64009E+14,1402/06/15,5,2.69,,14
,3.64099E+14,1401/04/04,4.1,2.8,,152
,3.64009E+14,1400/08/01,5.05,3.43,,658
,3.64009E+14,1403/02/07,5,5.19,,9824
,3.64009E+14,1401/06/07,4.47,3.97,,2190
,3.64009E+14,1401/07/07,2.99,4.59,,32
,3.64099E+14,1401/01/06,2.45,3.17,,25
,3.64099E+14,1401/10/07,4.22,3.58,,72
,3.64009E+14,1403/05/15,4.04,2.72,,11
,3.64099E+14,1400/08/01,4.14,3.49,,740
,3.64009E+14,1402/05/13,3.54,2.52,,124
,3.64009E+14,1402/12/16,3.69,3.19,,16
,3.64099E+14,1400/11/05,4.07,3.19,,19
,3.64009E+14,1400/08/01,5.03,3.39,,591
,3.64009E+14,1402/12/16,3.94,3.03,,23
,3.64051E+14,1403/08/24,3.24,3.58,,24
,3.64009E+14,1399/09/04,2.9,2.37,,257
,3.64099E+14,1403/02/07,3.31,3.17,,224
,3.64009E+14,1403/04/11,4.16,3.48,,
,3.64009E+14,1401/06/07,2.34,3.2,,29
,3.64009E+14,1399/10/05,2.91,2.55,,55
,3.64009E+14,1401/08/08,6.61,3.51,,54
,3.64009E+14,1400/11/05,4.1,2.94,,16
,3.64009E+14,1400/10/04,3.71,2.8,,17
,3.64009E+14,1402/05/13,3.64,2,,12
,3.64009E+14,1400/06/02,3.48,2.78,,19
,3.64009E+14,1401/07/07,4.99,3.08,,122
,3.64009E+14,1401/10/07,5.5,3.18,,72
,3.64099E+14,1402/09/11,3.91,2.95,,54
,3.64009E+14,1401/03/08,5.62,2.32,,32
,3.64009E+14,1399/10/05,5,3.3,,310
,3.64009E+14,1399/11/01,4.25,2.82,,
,3.64009E+14,1399/09/04,2.85,2.37,,170
,3.64009E+14,1400/05/02,2.24,3.23,,
,3.64099E+14,1401/05/04,3.13,3.25,,1408
,3.64009E+14,1401/09/08,4.2,3.08,,58
,3.64099E+14,1400/06/02,4.41,2.9,,668
,3.64099E+14,1403/04/11,3.3,3.12,,
,3.64009E+14,1402/05/13,4.52,2.6,,11
,3.64009E+14,1402/09/11,3.28,2.82,,21
,3.64009E+14,1399/09/04,2.78,2.36,,147
,3.64009E+14,1399/08/03,3.63,3.23,,59
,3.64009E+14,1402/01/09,3.97,3.62,,2995
,3.64009E+14,1400/11/05,6.99,2.91,,3729
,3.64009E+14,1400/06/02,2.78,3.39,,29
,3.64009E+14,1403/04/11,5,2.44,,
,3.64009E+14,1402/10/11,4.94,3.79,,15
,3.64009E+14,1403/07/22,4.69,3.58,,22
,3.64009E+14,1403/05/15,4.58,2.84,,14
,3.64099E+14,1401/07/07,2.18,2.81,,460
,3.64099E+14,1400/04/01,2.75,2.86,,115
,3.64009E+14,1402/09/11,2.9,2.67,,2070
,3.64009E+14,1402/01/09,3.97,3.66,,779
,3.64009E+14,1401/06/07,3.17,3.28,,89
,3.64009E+14,1402/06/15,4.1,2.6,,15
,3.64009E+14,1402/12/16,5,3.35,,15
,3.64009E+14,1401/02/04,4.08,2.37,,45
,3.64051E+14,1403/08/24,2.74,3.73,,72
,3.64099E+14,1400/06/02,3.44,3.84,,70
,3.64009E+14,1402/12/16,4.63,3.33,,14
,3.64009E+14,1400/02/01,3.37,2.5,,
,3.64009E+14,1403/08/24,5,2.95,,423
,3.64099E+14,1400/11/05,3.04,2.73,,69
,3.64009E+14,1401/01/06,4.06,3.03,,22
,3.64009E+14,1401/03/08,5.37,3.1,,39
,3.64009E+14,1401/06/07,3.1,3.13,,34
,3.64009E+14,1402/04/11,5.29,1.97,,12
,3.64009E+14,1402/02/12,6.9,2.05,,228
,3.64009E+14,1400/05/02,2.93,3.1,,
,3.64009E+14,1402/10/11,3.47,3.25,,12
,3.64099E+14,1402/09/11,4.11,2.74,,859
,3.64009E+14,1403/07/22,5,2.23,,177
,3.64009E+14,1401/12/10,4.25,2.74,,420
,3.64009E+14,1399/01/08,3.59,2.87,,32
,3.64009E+14,1401/08/08,5.7,3.54,,123
,3.64009E+14,1402/09/11,4,3.16,,41
,3.64009E+14,1402/04/11,4.74,2.25,,12
,3.64009E+14,1400/06/02,3.6,3.62,,17
,3.64009E+14,1400/05/02,2.45,3.52,,
,3.64009E+14,1401/05/04,3.48,3.1,,123
,3.64009E+14,1401/10/07,3.49,3.66,,67
,3.64009E+14,1401/02/04,3.91,2.17,,283
,3.64009E+14,1402/03/12,4.66,2.34,,1338
,3.64099E+14,1401/08/08,4.9,3.48,,113
,3.64009E+14,1401/11/09,4.88,4.06,,114
,3.64009E+14,1399/04/10,2.96,2.85,,28
,3.64009E+14,1399/10/05,4.52,3.18,,114
,3.64009E+14,1402/07/11,5,3.51,,2014
,3.64099E+14,1401/08/08,3.13,3.47,,31
,3.64099E+14,1400/02/01,2.64,3.23,,
,3.64009E+14,1399/03/08,3.43,2.63,,78
,3.64009E+14,1399/12/01,3.13,3.53,,274
,3.64009E+14,1400/03/04,2.9,2.84,,24
,3.64009E+14,1400/08/01,3.11,3.52,,631
,3.64099E+14,1401/09/08,4.74,3.07,,431
,3.64009E+14,1400/10/04,2.51,2.92,,15
,3.64009E+14,1402/09/11,4.28,2.98,,36
,3.64009E+14,1400/11/05,3.3,2.94,,19
,3.64009E+14,1399/06/02,3.82,3.27,,5120
,3.64009E+14,1401/10/07,4.99,3.05,,67
,3.64099E+14,1401/01/06,4.27,2.28,,1591
,3.64099E+14,1400/05/02,2.68,2.99,,
,3.64099E+14,1400/07/04,3.49,3.06,20,
,3.64009E+14,1401/06/07,2.91,3.59,,115
,3.64009E+14,1402/06/15,3.93,3.12,,16
,3.64009E+14,1401/05/04,2.13,3.65,,65
,3.64099E+14,1401/03/08,3.13,2.58,,28
,3.64099E+14,1400/03/04,3.41,3.25,,80
,3.64009E+14,1400/03/04,3.18,2.96,,181
,3.64009E+14,1399/12/01,3.18,3.01,,53
,3.64009E+14,1401/06/07,2.89,3.43,,797
,3.64099E+14,1400/01/03,4.62,3.45,,117
,3.64009E+14,1401/02/04,3.92,3.06,,47
,3.64009E+14,1400/07/04,4.37,3.67,19,
,3.64009E+14,1403/08/24,5,3.64,,39
,3.64009E+14,1402/01/09,5.99,3.37,,33
,3.64009E+14,1400/05/02,2.9,4.2,,
,3.64009E+14,1400/08/01,4.67,3.58,,721
,3.64009E+14,1401/02/04,4.32,2.96,,34
,3.64099E+14,1400/11/05,3.72,3.11,,18
,3.64009E+14,1400/12/02,2.29,3.13,,25
,3.64009E+14,1402/05/13,2.66,2.29,,84
,3.64009E+14,1400/11/05,3.55,3.02,,18
,3.64009E+14,1403/02/07,3.68,3.08,,150
,3.64009E+14,1402/02/12,3.28,2.45,,116
,3.64099E+14,1401/08/08,5.58,2.74,,33
,3.64009E+14,1399/11/01,3.6,2.53,,
,3.64009E+14,1402/05/13,3.01,2.56,,11
,3.64009E+14,1400/04/01,3.59,3.94,,19
,3.64099E+14,1401/03/08,4.79,2.72,,29
,3.64009E+14,1400/06/02,4.71,3.98,,22
,3.64099E+14,1400/05/02,2.57,3.53,,
,3.64009E+14,1403/04/11,5,3.43,,
,3.64009E+14,1402/12/16,3.34,3.03,,518
,3.64009E+14,1400/02/01,3.43,3.27,,
,3.64009E+14,1403/08/24,5,3.04,,92
,3.64009E+14,1403/02/07,5,3.14,,36
,3.64009E+14,1403/07/22,3.68,3.15,,14
,3.64009E+14,1401/03/08,4.56,3,,34
,3.64009E+14,1401/11/09,3.86,3.31,,1543
,3.64009E+14,1402/06/15,3.85,3.07,,283
,3.64009E+14,1402/10/11,3.75,3.45,,13
,3.64009E+14,1402/04/11,3.78,2.43,,22
,3.64009E+14,1400/11/05,3.77,3.06,,21
,3.64009E+14,1401/11/09,4.43,3.37,,1017
,3.64009E+14,1401/03/08,5,2.44,,32
,3.64009E+14,1401/05/04,3.99,3.08,,41
,3.64009E+14,1403/02/07,5,3.19,,171
,3.64099E+14,1400/03/04,3.33,2.9,,143
,3.64099E+14,1400/09/01,3.18,2.88,,16
,3.64009E+14,1402/07/11,5,2.77,,46
,3.64009E+14,1402/06/15,5,3.21,,14
,3.64009E+14,1402/05/13,4.53,2.67,,15
,3.64009E+14,1402/10/11,5,3,,13
,3.64009E+14,1400/06/02,2.67,3.14,,24
,3.64099E+14,1401/07/07,6.99,3.18,,35
,3.64009E+14,1401/01/06,3.36,2.44,,79
,3.64009E+14,1402/11/15,3.14,3.18,,
,3.64099E+14,1400/10/04,3.51,2.93,,16
,3.64009E+14,1401/01/06,2.14,2.54,,226
,3.64009E+14,1403/07/22,4.93,3.1,,19
,3.64009E+14,1399/03/08,3.88,3.06,,1013
,3.64009E+14,1400/06/02,2.41,2.96,,27
,3.64099E+14,1399/08/03,3.6,2.57,,105
,3.64009E+14,1401/02/04,3.24,2.12,,183
,3.64009E+14,1402/11/15,3.05,2.81,,
,3.64009E+14,1399/10/05,2.78,2.61,,72
,3.64009E+14,1398/11/03,6.9,3.91,,67
,3.64009E+14,1400/06/02,3.33,3.08,,24
,3.64009E+14,1403/05/15,4.47,3.4,,11
,3.64009E+14,1401/11/09,3.74,3.28,,109
,3.64009E+14,1399/02/01,3.73,3.17,,21
,3.64009E+14,1399/07/02,3.18,3.23,,190
,3.64009E+14,1399/01/08,4.49,3.54,,92
,3.64009E+14,1401/12/10,5.97,2.6,,226
,3.64009E+14,1399/08/03,3.9,2.69,,62
,3.64009E+14,1400/02/01,3.01,3.23,,
,3.64009E+14,1402/04/11,1.23,2.39,,26
,3.64009E+14,1400/05/02,4.07,3.89,,
,3.64009E+14,1399/10/05,3.78,2.98,,333
,3.64009E+14,1399/12/01,3.38,2.72,,213
,3.64009E+14,1399/06/02,3.41,3.27,,207
,3.64009E+14,1400/09/01,3.14,2.24,,16
,3.64009E+14,1400/08/01,4.76,3.37,,606
,3.64099E+14,1401/06/07,3.01,3.38,,81
,3.64009E+14,1401/08/08,3.35,3.08,,31
,3.64009E+14,1402/05/13,3.02,2.71,,233
,3.64009E+14,1401/02/04,3.13,3.19,,47
,3.64009E+14,1400/02/01,2.85,3.59,,
,3.64009E+14,1400/10/04,3.6,2.88,,18
,3.64009E+14,1402/12/16,5,4.24,,167
,3.64009E+14,1401/12/10,5.75,2.4,,98
,3.64099E+14,1402/05/13,2.69,1.87,,13
,3.64099E+14,1401/08/08,6.99,3.24,,84
,3.64009E+14,1402/10/11,5,2.97,,14
,3.64009E+14,1400/10/04,3.65,2.83,,16
,3.64009E+14,1401/06/07,4.41,4.09,,2520
,3.64009E+14,1400/09/01,3.43,2.63,,17
,3.64009E+14,1401/03/08,4.67,2.5,,31
,3.64099E+14,1400/04/01,3.44,3.39,,131
,3.64009E+14,1401/03/08,5.36,3.63,,103
,3.64051E+14,1403/06/18,3.05,3.16,,16
,3.64009E+14,1402/05/13,3.03,2.37,,15
,3.64009E+14,1401/01/06,3.55,2.95,,93
,3.64099E+14,1401/02/04,5.76,2.83,,127
,3.64009E+14,1400/11/05,4.26,3.15,,23
,3.64009E+14,1401/05/04,3.06,3.4,,30
,3.64009E+14,1402/01/09,6.9,3.37,,2458
,3.64009E+14,1400/11/05,2.24,3.01,,170
,3.64099E+14,1401/07/07,6.62,3.36,,30
,3.64009E+14,1401/05/04,3.47,3.13,,32
,3.64009E+14,1402/12/16,5,2.81,,119
,3.64009E+14,1400/12/02,4.4,3.32,,26
,3.64009E+14,1403/04/11,5,4,,
,3.64009E+14,1401/12/10,3.69,2.15,,80
,3.64009E+14,1402/11/15,2.06,3.24,,
,3.64099E+14,1402/04/11,4.03,2.6,,315
,3.64009E+14,1403/04/11,2.62,3.78,,
,3.64009E+14,1402/12/16,2.78,3.07,,173
,3.64009E+14,1401/01/06,3.57,2.63,,33
,3.64099E+14,1401/07/07,5.42,3.59,,450
,3.64009E+14,1401/11/09,3.3,2.8,,93
,3.64009E+14,1403/02/07,5,3.36,,29
,3.64009E+14,1401/01/06,2.76,2.33,,1104
,3.64009E+14,1401/03/08,4.41,2.87,,30
,3.64099E+14,1400/01/03,3.26,2.56,,218
,3.64009E+14,1402/04/11,5.01,2.37,,79
,3.64009E+14,1399/04/10,3.07,2.89,,121
,3.64009E+14,1399/02/01,2.93,2.47,,259
,3.64009E+14,1402/02/12,6.9,2.05,,14
,3.64099E+14,1400/06/02,4.09,4.02,,22
,3.64099E+14,1402/11/15,3.11,3.03,,
,3.64009E+14,1401/08/08,5.45,2.97,,113
,3.64009E+14,1401/06/07,3.09,3.32,,102
,3.64009E+14,1399/01/08,3.14,2.86,,84
,3.64009E+14,1402/10/11,4.36,2.78,,10
,3.64009E+14,1399/02/01,3.93,2.64,,17
,3.64009E+14,1399/04/10,3.08,2.85,,208
,3.64009E+14,1399/10/05,3.07,2.75,,270
,3.64009E+14,1403/02/07,3.79,3.2,,44
,3.64009E+14,1400/09/01,4.49,2.43,,17
,3.64009E+14,1399/06/02,3.99,2.72,,36
,3.64099E+14,1399/07/02,3.28,3.27,,211
,3.64099E+14,1401/11/09,3.23,2.84,,18
,3.64009E+14,1402/06/15,3.46,3.11,,14
,3.64009E+14,1401/08/08,4.72,3.29,,456
,3.64009E+14,1400/05/02,3.24,3.4,,
,3.64009E+14,1399/12/01,3.89,3.63,,47
,3.64099E+14,1399/03/08,3.87,3.03,,22
,3.64009E+14,1401/04/04,3.78,3.11,,105
,3.64009E+14,1400/11/05,3.95,2.91,,18
,3.64009E+14,1402/07/11,5,2.71,,1286
,3.64009E+14,1400/02/01,2.38,3.23,,
,3.64099E+14,1403/08/24,2.09,3.27,,187
,3.64009E+14,1401/03/08,4.16,1.96,,31
,3.64009E+14,1401/10/07,3.93,3.27,,65
,3.64009E+14,1402/03/12,5,2.76,,827
,3.64009E+14,1398/12/05,3.18,2.89,,
,3.64009E+14,1399/01/08,3.18,2.89,,88
,3.64009E+14,1399/03/08,3.42,2.94,,20
,3.64009E+14,1403/05/15,3.62,2.99,,12
,3.64009E+14,1399/04/10,3.04,2.61,,21
,3.64009E+14,1399/11/01,4.97,3.03,,
,3.64009E+14,1399/03/08,3.19,2.74,,129
,3.64009E+14,1401/09/08,4.51,3.54,,157
,3.64009E+14,1400/10/04,3.27,2.87,,20
,3.64009E+14,1400/07/04,5.42,3.98,20,
,3.64009E+14,1400/08/01,3.44,3.67,,761
,3.64099E+14,1402/01/09,6.37,3.02,,20
,3.64009E+14,1401/06/07,3.21,2.97,,98
,3.64009E+14,1400/04/01,3.06,3.22,,21
