RegNo,HerdCode,CalvePeriod,RecordDate,SumMilk,FatPercent,ProPercent,SomaticCell
3.64099E+14,,1,1389/04/06,25,3.9,3.1,0
3.64099E+14,,1,1389/05/05,22,4.3,3.4,0
3.64099E+14,,1,1389/06/04,16,4.7,3.1,0
3.64099E+14,,2,1389/10/04,39.2,3.65,3.2,0
3.64099E+14,,2,1389/11/04,42,3.2,3,0
3.64099E+14,,2,1389/12/03,35,3,3.1,0
3.64099E+14,,2,1390/01/05,33,3.5,3.1,0
3.64099E+14,,2,1390/02/04,33.6,3.9,3.1,0
3.64099E+14,,2,1390/03/04,31,3.3,3.1,0
3.64099E+14,,2,1390/04/05,24.4,4,3,0
3.64099E+14,,2,1390/05/05,29.6,3.8,3.3,0
3.64099E+14,,2,1390/06/06,19.2,4.6,3.2,0
3.64099E+14,,3,1390/09/04,30.6,3.4,2.9,0
3.64099E+14,,3,1390/10/04,41,2.8,2.8,0
3.64099E+14,,3,1390/11/06,35,3.2,2.9,0
3.64099E+14,,3,1390/12/06,36,3.4,3.1,0
3.64099E+14,,3,1391/04/01,24,4,3,0
3.64099E+14,,3,1391/05/03,17.6,3.4,3.2,0
3.64099E+14,,3,1391/06/05,13,4.7,3.1,0
3.64099E+14,,4,1391/09/03,41,2.2,2.9,0
3.64099E+14,,4,1391/10/03,40.8,3,3,0
3.64099E+14,,4,1391/11/04,40,2.6,3.2,0
3.64099E+14,,4,1391/12/02,30.4,3,3,0
3.64099E+14,,4,1392/01/02,35.2,3.4,3,0
3.64099E+14,,4,1392/02/05,33.6,3.7,3.3,0
3.64099E+14,,4,1392/03/05,31,4.1,3.2,0
3.64099E+14,,4,1392/04/04,18.5,4.3,3.2,0
3.64099E+14,,5,1392/05/03,8,3.9,3.2,0
3.64099E+14,,5,1392/07/03,33,2.7,2.6,0
3.64099E+14,,5,1392/08/02,32.6,3.6,3.1,0
3.64099E+14,,5,1392/09/03,33,3.9,3.1,0
3.64099E+14,,5,1392/11/05,20.6,3.9,3.1,0
3.64099E+14,,5,1392/12/04,21.4,4.9,3.3,0
3.64099E+14,,5,1393/01/02,12.2,4.4,3.3,0
3.64099E+14,,5,1393/02/02,14,4.2,3.1,0
3.64099E+14,,6,1393/08/04,24.6,3.2,3.2,0
3.64099E+14,,1,1388/07/07,33,3.3,3.15,0
3.64099E+14,,1,1388/08/05,22,4,3.2,0
3.64099E+14,,1,1388/09/04,22.8,3.2,3.1,0
3.64099E+14,,0,1388/10/04,16,4.5,3.2,0
3.64099E+14,,0,1388/11/04,16,3.1,3.1,0
3.64099E+14,,0,1388/12/04,12.4,3.3,3.2,0
3.64099E+14,,0,1389/01/04,13.2,4,3.1,0
3.64099E+14,,0,1389/02/05,23.4,3.4,3.3,0
3.64099E+14,,0,1389/03/05,21.4,4,3.2,0
3.64099E+14,,2,1389/06/04,21,4.2,3.35,0
3.64099E+14,,2,1389/07/04,26,4,3.1,0
3.64099E+14,,2,1389/08/04,30,3.7,3.15,0
3.64099E+14,,2,1389/10/04,25,4,3,0
3.64099E+14,,2,1389/11/04,22.6,4,2.9,0
3.64099E+14,,2,1389/12/03,22.2,4.3,3.3,0
3.64099E+14,,2,1390/01/05,19.4,4.1,3.1,0
3.64099E+14,,2,1390/02/04,15,4.9,3.2,0
3.64099E+14,,2,1390/03/04,18,4.7,3.2,0
3.64099E+14,,2,1390/04/05,16.2,4.9,3,0
3.64099E+14,,2,1390/05/05,15.4,4.6,3.4,0
3.64099E+14,,2,1390/06/06,13,4.9,2.9,0
3.64099E+14,,2,1390/07/05,15,5.3,3.3,0
3.64099E+14,,2,1390/08/06,12.4,4.3,3.3,0
3.64099E+14,,3,1390/11/06,31,2.6,2.6,0
3.64099E+14,,3,1390/12/06,32.4,3.1,3.1,0
3.64099E+14,,3,1391/04/01,29,3.6,2.9,0
3.64099E+14,,3,1391/05/03,26,4,3.2,0
3.64099E+14,,3,1391/06/05,23.6,3.2,3.2,0
3.64099E+14,,3,1391/07/03,24.6,3.7,3.1,0
3.64099E+14,,0,1388/07/07,31.8,3.7,3.1,0
3.64099E+14,,0,1388/09/04,21,4,3.2,0
3.64099E+14,,1,1388/10/04,17.2,3.8,3.1,0
3.64099E+14,,1,1388/11/04,17.6,3.95,3.2,0
3.64099E+14,,1,1388/12/04,14,4,3.1,0
3.64099E+14,,1,1389/01/04,17,3.9,3.2,0
3.64099E+14,,1,1389/02/05,27,3.6,2.8,0
3.64099E+14,,1,1389/03/05,25,4,3,0
3.64099E+14,,1,1389/04/06,25.4,3.3,3.25,0
3.64099E+14,,1,1389/05/05,22,4,3,0
3.64099E+14,,1,1389/06/04,23,4,3,0
3.64099E+14,,1,1389/07/04,22,3.6,3.2,0
3.64099E+14,,1,1389/08/04,17,4.1,3.2,0
3.64099E+14,,2,1389/12/03,44.4,3.5,2.96,0
3.64099E+14,,2,1390/01/05,49,2.8,2.6,0
3.64099E+14,,2,1390/02/04,37.4,3.2,2.9,0
3.64099E+14,,2,1390/03/04,33.8,3.4,3.1,0
3.64099E+14,,2,1390/04/05,32,3.8,3.3,0
3.64099E+14,,2,1390/05/05,31,3.5,3.3,0
3.64099E+14,,2,1390/06/06,29.2,4,2.9,0
3.64099E+14,,2,1390/07/05,28.6,3.5,3.2,0
3.64099E+14,,2,1390/08/06,22.4,4.2,3.2,0
3.64099E+14,,3,1390/11/06,39,2.6,2.9,0
3.64099E+14,,3,1390/12/06,44,3,3,0
3.64099E+14,,3,1391/04/01,32,3.4,3.1,0
3.64099E+14,,3,1391/05/03,28.4,3.3,3.3,0
3.64099E+14,,3,1391/06/05,22.2,4,3,0
3.64099E+14,,3,1391/07/03,19,4.5,2.9,0
3.64099E+14,,3,1391/08/04,19.4,4.23,3.2,0
3.64099E+14,,4,1391/10/03,36,2.6,3.2,0
3.64099E+14,,4,1391/11/04,33.6,3.5,3.1,0
3.64099E+14,,4,1391/12/02,35.4,3.9,3.2,0
3.64099E+14,,4,1392/01/02,30.2,3.5,3.2,0
3.64099E+14,,4,1392/02/05,29.6,3.4,3.1,0
3.64099E+14,,4,1392/03/05,27.4,3.4,3.1,0
3.64099E+14,,4,1392/04/04,25,3.6,3.1,0
3.64099E+14,,4,1392/05/03,30.2,4,3,0
3.64099E+14,,4,1392/06/06,23.2,4.1,3.3,0
3.64099E+14,,4,1392/07/03,19.4,4,3.2,0
3.64099E+14,,5,1392/10/04,40,3.6,3.2,0
3.64099E+14,,5,1392/11/05,37,3.8,3.1,0
3.64099E+14,,5,1392/12/04,38.4,3.9,3.2,0
3.64099E+14,,5,1393/01/02,33,3.6,3.1,0
3.64099E+14,,5,1393/02/02,31.2,3.8,3.2,0
3.64099E+14,,5,1393/03/05,30,3.6,3.2,0
3.64099E+14,,5,1393/04/03,28,4,3.2,0
3.64099E+14,,5,1393/05/03,24,4.4,3.3,0
3.64099E+14,,5,1393/06/05,34,3.4,3.1,0
3.64099E+14,,1,1388/07/07,34,4,3.05,0
3.64099E+14,,1,1388/09/04,23.6,3.4,3.05,0
3.64099E+14,,1,1388/10/04,17.2,3,3,0
3.64099E+14,,1,1388/11/04,18,3,3,0
3.64099E+14,,1,1388/12/04,16.4,3.6,2.9,0
3.64099E+14,,1,1389/01/04,15,3.5,3.1,0
3.64099E+14,,1,1389/02/05,26,3.45,3.1,0
3.64099E+14,,1,1389/03/05,28,3.4,3.4,0
3.64099E+14,,1,1389/04/06,26.4,3.4,3,0
3.64099E+14,,1,1389/05/05,24,3.6,3.1,0
3.64099E+14,,1,1389/06/04,24,4.2,3.1,0
3.64099E+14,,2,1389/09/05,40.4,3.3,3.1,0
3.64099E+14,,2,1389/10/04,38,3.1,2.9,0
3.64099E+14,,2,1389/11/04,38.6,3.4,3.1,0
3.64099E+14,,2,1389/12/03,27,4.3,3.1,0
3.64099E+14,,2,1390/01/05,28,4.7,3.1,0
3.64099E+14,,2,1390/02/04,35,4.2,3.3,0
3.64099E+14,,2,1390/03/04,25.4,3.9,3.2,0
3.64099E+14,,2,1390/04/05,20.2,5.1,3.1,0
3.64099E+14,,2,1390/05/05,19,4.4,3.2,0
3.64099E+14,,2,1390/06/06,18,4.3,3.1,0
3.64099E+14,,3,1390/09/04,35,3,3,0
3.64099E+14,,3,1390/10/04,31.6,3.1,3,0
3.64099E+14,,3,1390/11/06,36,3.4,3.1,0
3.64099E+14,,3,1390/12/06,37.6,3.7,3.2,0
3.64099E+14,,3,1391/04/01,26,4.2,3.2,0
3.64099E+14,,3,1391/05/03,21.4,4.1,3.3,0
3.64099E+14,,3,1391/06/05,16,3.9,3.1,0
3.64099E+14,,4,1391/09/03,45,3.1,3.1,0
3.64099E+14,,4,1391/10/03,46.6,3.5,3.3,0
3.64099E+14,,4,1391/11/04,45.6,2.5,3.2,0
3.64099E+14,,4,1391/12/02,41,3,2.9,0
3.64099E+14,,4,1392/01/02,35.4,3.8,3.3,0
3.64099E+14,,4,1392/02/05,36.8,3.7,2.8,0
3.64099E+14,,4,1392/03/05,31.6,3.6,3.1,0
3.64099E+14,,4,1392/04/04,29,4,2.9,0
3.64099E+14,,4,1392/05/03,25.6,3.5,3.1,0
3.64099E+14,,4,1392/06/06,26,3.5,3.3,0
3.64099E+14,,4,1392/07/03,17.6,3.7,3.1,0
3.64099E+14,,4,1392/08/02,10,4.5,2.9,0
3.64099E+14,,5,1392/12/04,50,4,2.9,0
3.64099E+14,,5,1393/01/02,49,3.6,3.1,0
3.64099E+14,,5,1393/02/02,47.4,3.3,3.3,0
3.64099E+14,,5,1393/03/05,41,3.2,3.1,0
3.64099E+14,,5,1393/04/03,38,3.4,3.3,0
3.64099E+14,,5,1393/05/03,33,3.9,2.9,0
3.64099E+14,,5,1393/06/05,32,3.9,3.1,0
3.64099E+14,,5,1393/07/07,24,4.1,3.1,0
3.64099E+14,,5,1393/08/04,24,4.4,3.2,0
3.64099E+14,,5,1393/09/06,25,4.6,2.8,0
3.64099E+14,,1,1388/07/07,35,3.2,3.2,0
3.64099E+14,,1,1388/09/04,20.6,3.2,3,0
3.64099E+14,,1,1388/10/04,19.2,3.9,3.2,0
3.64099E+14,,1,1388/11/04,16,3.7,3.1,0
3.64099E+14,,1,1388/12/04,17,3.7,3,0
3.64099E+14,,1,1389/01/04,16.2,4,3.3,0
3.64099E+14,,1,1389/02/05,28.4,4,3.1,0
3.64099E+14,,1,1389/03/05,29.6,3.8,3.5,0
3.64099E+14,,1,1389/04/06,23,3.7,3.1,0
3.64099E+14,,1,1389/05/05,25.6,3.7,3,0
3.64099E+14,,1,1389/06/04,23,3.7,3.2,0
3.64099E+14,,1,1388/09/04,26.4,3.5,3.2,0
3.64099E+14,,1,1389/12/03,35,4,3,0
3.64099E+14,,1,1390/01/05,35.2,3.6,3.1,0
3.64099E+14,,1,1390/02/04,40.6,3.7,3.1,0
3.64099E+14,,1,1390/03/04,38,3,2.8,0
3.64099E+14,,1,1390/04/05,35.6,3.1,3,0
3.64099E+14,,1,1390/05/05,32,3.4,3,0
3.64099E+14,,1,1390/06/06,19,3.4,3.1,0
3.64099E+14,,1,1390/07/05,30.2,3.6,3.2,0
3.64099E+14,,1,1390/08/06,25,4,3.1,0
3.64099E+14,,1,1390/09/04,22.6,4.5,3.1,0
3.64099E+14,,1,1390/10/04,22,4.3,3.2,0
3.64099E+14,,1,1390/11/06,23.6,4.3,3.1,0
3.64099E+14,,1,1391/04/01,26,4,3,0
3.64099E+14,,1,1391/05/03,22,4,3.3,0
3.64099E+14,,1,1391/06/05,23.8,4.5,3.2,0
3.64099E+14,,1,1391/07/03,20,4.6,3.2,0
3.64099E+14,,1,1391/08/04,13,4.9,3.1,0
3.64099E+14,,1,1391/09/03,12.6,4.6,2.7,0
3.64099E+14,,2,1391/12/02,38.4,4,3.2,0
3.64099E+14,,2,1392/01/02,42,3.5,3.1,0
3.64099E+14,,2,1392/02/05,41,3,3,0
3.64099E+14,,2,1392/03/05,40,3.3,3.3,0
3.64099E+14,,2,1392/04/04,39.4,3.5,3.1,0
3.64099E+14,,2,1392/05/03,34,3.5,3.2,0
3.64099E+14,,2,1392/06/06,33,3.34,3.2,0
3.64099E+14,,2,1392/07/03,29.4,3.4,3,0
3.64099E+14,,2,1392/08/02,26.6,4.2,3.2,0
3.64099E+14,,3,1392/12/04,45.2,3.7,3,0
3.64099E+14,,3,1393/01/02,40,3.4,3,0
3.64099E+14,,3,1393/02/02,31.2,4.1,3,0
3.64099E+14,,3,1393/03/05,29.6,3.9,3.2,0
3.64099E+14,,3,1393/04/03,27,4,3,0
3.64099E+14,,1,1388/10/04,15,5,3.3,0
3.64099E+14,,1,1388/11/04,16.4,3.5,3.05,0
3.64099E+14,,1,1388/12/04,15,4,3.3,0
3.64099E+14,,1,1389/01/04,15.6,3.6,3.4,0
3.64099E+14,,1,1389/02/05,27.6,3.4,3.2,0
3.64099E+14,,1,1389/03/05,29.6,3.7,2.7,0
3.64099E+14,,1,1389/04/06,31.4,3.9,3.41,0
3.64099E+14,,1,1389/05/05,22.4,3.5,3.25,0
3.64099E+14,,1,1389/06/04,30.4,3.7,3.1,0
3.64099E+14,,1,1389/07/04,25.6,3.9,3.1,0
3.64099E+14,,2,1389/10/04,39,3.9,3.1,0
3.64099E+14,,2,1389/11/04,41.4,3.6,3.05,0
3.64099E+14,,2,1389/12/03,32,3.9,3.15,0
3.64099E+14,,2,1390/01/05,32,4.2,3,0
3.64099E+14,,2,1390/02/04,33,4.5,3.3,0
3.64099E+14,,2,1390/03/04,30,3.9,3,0
3.64099E+14,,2,1390/04/05,32,3.6,3.2,0
3.64099E+14,,2,1390/05/05,29,3.8,3,0
3.64099E+14,,2,1390/06/06,27,3.9,3.2,0
3.64099E+14,,2,1390/07/05,24.4,4,2.8,0
3.64099E+14,,2,1390/08/06,27.2,3.8,3.1,0
3.64099E+14,,3,1390/11/06,35,3,3,0
3.64099E+14,,3,1390/12/06,43.4,2.4,3.4,0
3.64099E+14,,3,1391/04/01,33.6,2.1,2.9,0
3.64099E+14,,3,1391/05/03,35.6,2.5,3.4,0
3.64099E+14,,3,1391/06/05,32.8,3,3,0
3.64099E+14,,3,1391/07/03,31,3.6,3.2,0
3.64099E+14,,3,1391/08/04,19.2,4.2,3.3,0
3.64099E+14,,4,1391/11/04,41,3.1,2.9,0
3.64099E+14,,4,1391/12/02,42.4,3,3,0
3.64099E+14,,4,1392/01/02,33,3.6,3.2,0
3.64099E+14,,4,1392/02/05,25.6,3.5,3.2,0
3.64099E+14,,4,1392/03/05,36.4,3.8,3,0
3.64099E+14,,4,1392/04/04,30,3.6,3,0
3.64099E+14,,4,1392/05/03,27.8,3.9,2.8,0
3.64099E+14,,4,1392/06/06,28,3.6,3.1,0
3.64099E+14,,4,1392/07/03,19,4,2.9,0
3.64099E+14,,4,1392/08/02,11.6,4.4,3.2,0
3.64099E+14,,1,1388/12/04,10,4,3.1,0
3.64099E+14,,1,1389/01/04,15,3.7,3.3,0
3.64099E+14,,1,1389/02/05,28.4,3.8,3.2,0
3.64099E+14,,1,1389/03/05,28.6,3.3,3.3,0
3.64099E+14,,1,1389/04/06,30.6,3.6,3.2,0
3.64099E+14,,1,1389/05/05,26,4,3,0
3.64099E+14,,1,1389/06/04,26.4,3.6,3.1,0
3.64099E+14,,1,1389/07/04,29,3.6,3.1,0
3.64099E+14,,1,1389/08/04,30.6,3.8,3.1,0
3.64099E+14,,1,1389/09/05,28,4.2,3.5,0
3.64099E+14,,1,1389/10/04,25,4.1,3.35,0
3.64099E+14,,2,1390/02/04,36.2,4.1,3.2,0
3.64099E+14,,2,1390/03/04,43,3.1,3,0
3.64099E+14,,2,1390/04/05,37,3.4,3,0
3.64099E+14,,2,1390/05/05,35.4,3.9,3.3,0
3.64099E+14,,2,1390/06/06,35.6,3.5,3,0
3.64099E+14,,2,1390/07/05,34,3.7,3.1,0
3.64099E+14,,2,1390/08/06,30.6,4,2.9,0
3.64099E+14,,2,1390/09/04,28.6,3.8,3.2,0
3.64099E+14,,2,1390/10/04,26.6,3.6,3.2,0
3.64099E+14,,2,1390/11/06,25,4,3,0
3.64099E+14,,2,1390/12/06,22.4,6,3.2,0
3.64099E+14,,2,1391/04/01,12,5,3.2,0
3.64099E+14,,2,1391/05/03,11,4.9,2.9,0
3.64099E+14,,3,1391/09/03,33,2.7,3.1,0
3.64099E+14,,3,1391/10/03,45.4,2.4,3.1,0
3.64099E+14,,3,1391/11/04,41.6,2.7,3.2,0
3.64099E+14,,3,1391/12/02,41.4,3.3,3.3,0
3.64099E+14,,3,1392/01/02,36.6,3.9,2.9,0
3.64099E+14,,3,1392/02/05,40.2,3.6,3,0
3.64099E+14,,3,1392/03/05,38,3.2,3.1,0
3.64099E+14,,3,1392/04/04,33,3.3,3.1,0
3.64099E+14,,3,1392/05/03,25.6,3.5,3.2,0
3.64099E+14,,3,1392/06/06,28,3.4,2.9,0
3.64099E+14,,3,1392/07/03,25,3.5,3.1,0
3.64099E+14,,1,1389/04/06,37.6,3.4,3.1,0
3.64099E+14,,1,1389/05/05,39.4,3.1,3,0
3.64099E+14,,1,1389/06/04,35,3.6,3.2,0
3.64099E+14,,1,1389/07/04,30.4,3.9,3.2,0
3.64099E+14,,1,1389/08/04,30,4,3.1,0
3.64099E+14,,1,1389/09/05,29.2,3.6,3.1,0
3.64099E+14,,1,1389/10/04,28.2,4,3.1,0
3.64099E+14,,1,1389/11/04,28,3.8,2.9,0
3.64099E+14,,1,1389/12/03,35.4,3.3,3.15,0
3.64099E+14,,1,1390/01/05,36,3.4,3.1,0
3.64099E+14,,2,1390/03/04,41.6,3.3,3.1,0
3.64099E+14,,2,1390/04/05,35,3.4,3.2,0
3.64099E+14,,2,1390/05/05,32,3.3,3.3,0
3.64099E+14,,2,1390/06/06,38,3.3,3,0
3.64099E+14,,2,1390/07/05,34,3.5,3.2,0
3.64099E+14,,2,1390/08/06,29,3.3,3.2,0
3.64099E+14,,2,1390/09/04,29,4.1,3.1,0
3.64099E+14,,2,1390/10/04,26.4,3.9,3.1,0
3.64099E+14,,2,1390/11/06,29.4,4,3,0
3.64099E+14,,2,1390/12/06,29.4,3.8,3.4,0
3.64099E+14,,1,1389/03/05,28.14,4.3,3.25,0
3.64099E+14,,1,1389/04/06,38.6,3.2,3.1,0
3.64099E+14,,1,1389/05/05,39,3,3,0
3.64099E+14,,1,1389/06/04,35,3.6,3.35,0
3.64099E+14,,1,1389/07/04,34,4,3.1,0
3.64099E+14,,1,1389/08/04,32,3.8,3.15,0
3.64099E+14,,1,1389/09/05,32,3.8,3.3,0
3.64099E+14,,1,1389/10/04,32.4,4.1,3.2,0
3.64099E+14,,1,1389/11/04,28,3.6,3.1,0
3.64099E+14,,1,1389/12/03,32.6,3.6,3.2,0
3.64099E+14,,1,1390/01/05,32.6,4,3.25,0
3.64099E+14,,2,1390/03/04,43,3.4,3.1,0
3.64099E+14,,2,1390/04/05,38.6,3.5,3,0
3.64099E+14,,2,1390/05/05,41,3.2,3.2,0
3.64099E+14,,2,1390/06/06,42,3.6,3.1,0
3.64099E+14,,2,1390/07/05,31.6,4,3,0
3.64099E+14,,2,1390/08/06,29,4.3,3.3,0
3.64099E+14,,2,1390/09/04,25.6,3.8,3.3,0
3.64099E+14,,2,1390/10/04,27,3.5,3.2,0
3.64099E+14,,2,1390/11/06,30,3.1,3.2,0
3.64099E+14,,2,1390/12/06,33.4,3.5,3.2,0
3.64099E+14,,1,1389/05/05,30.4,3.8,3.2,0
3.64099E+14,,1,1389/06/04,31.6,3.4,3.1,0
3.64099E+14,,1,1389/07/04,28,3.7,3.2,0
3.64099E+14,,1,1389/08/04,29.2,3.7,3.2,0
3.64099E+14,,1,1389/09/05,26.6,3.9,3.1,0
3.64099E+14,,1,1389/10/04,27.2,4.2,3.05,0
3.64099E+14,,1,1389/11/04,27,4,3,0
3.64099E+14,,1,1389/12/03,28,4.3,3.05,0
3.64099E+14,,1,1390/01/05,28,4,3,0
3.64099E+14,,2,1390/04/05,35.6,3.1,3,0
3.64099E+14,,2,1390/05/05,36.6,3,2.7,0
3.64099E+14,,2,1390/06/06,35,3.3,2.9,0
3.64099E+14,,2,1390/07/05,33.2,3.8,3.1,0
3.64099E+14,,2,1390/08/06,29.2,3.6,3.2,0
3.64099E+14,,2,1390/09/04,26.6,4,3,0
3.64099E+14,,2,1390/10/04,23,4.2,3.2,0
3.64099E+14,,2,1390/11/06,23,4.7,3.3,0
3.64099E+14,,2,1390/12/06,22.4,4.4,3.2,0
3.64099E+14,,3,1391/06/05,35,3.9,3.2,0
3.64099E+14,,3,1391/07/03,37.4,3.5,3,0
3.64099E+14,,3,1391/08/04,38,2.9,3.1,0
3.64099E+14,,3,1391/09/03,31.6,3,3,0
3.64099E+14,,3,1391/10/03,28.2,3.5,3.2,0
3.64099E+14,,3,1391/11/04,28.4,3.5,3,0
3.64099E+14,,3,1391/12/02,28,3.7,3,0
3.64099E+14,,3,1392/01/02,24,3.9,3,0
3.64099E+14,,3,1392/02/05,20,3.3,3.2,0
3.64099E+14,,3,1392/03/05,17.2,3.9,3.1,0
3.64099E+14,,3,1392/04/04,11.6,4.1,2.8,0
3.64099E+14,,4,1392/07/03,45.2,3.2,3,0
3.64099E+14,,4,1392/08/02,37,3.6,3.1,0
3.64099E+14,,4,1392/09/03,36,3.5,3.2,0
3.64099E+14,,4,1392/10/04,31.6,3.6,3.1,0
3.64099E+14,,4,1392/11/05,27.4,3.5,3.3,0
3.64099E+14,,4,1392/12/04,27,4.1,3,0
3.64099E+14,,4,1393/01/02,26.6,4.1,3,0
3.64099E+14,,4,1393/02/02,25,3.6,3.1,0
3.64099E+14,,4,1393/03/05,19,4,3.1,0
3.64099E+14,,4,1393/04/03,19,4.7,2.9,0
3.64099E+14,,4,1393/05/03,12,4.5,3,0
3.64099E+14,,5,1393/09/06,38,4,3.2,0
3.64099E+14,,5,1393/10/05,36,3.7,3.2,0
3.64099E+14,,5,1393/11/06,35,3.3,3.2,0
3.64099E+14,,5,1393/12/05,31,3.7,3.1,0
3.64099E+14,,5,1394/01/06,32,4.2,3.1,0
3.64099E+14,,5,1394/02/04,29,3.7,3.1,0
3.64099E+14,,5,1394/03/03,26.6,4.5,3.3,0
3.64099E+14,,5,1394/04/05,26,4.4,3.1,0
3.64099E+14,,5,1394/05/05,24,4,2.9,0
3.64099E+14,,5,1394/06/03,22,4.2,3.1,0
3.64099E+14,,6,1394/10/06,35,3.2,3.1,0
3.64099E+14,,6,1394/11/05,43,3.3,3.1,0
3.64099E+14,,6,1394/12/03,43,3.3,3.2,0
3.64099E+14,,6,1395/02/05,34,3.1,3.1,0
3.64099E+14,,6,1395/03/05,40,3.5,3,0
3.64099E+14,,6,1395/04/03,39,3.5,3.1,0
3.64099E+14,,6,1395/05/03,34,3.4,3,0
3.64099E+14,,6,1395/06/03,30,3.3,3,0
3.64099E+14,,6,1395/07/03,27.6,3.6,3.1,0
3.64099E+14,,6,1395/08/03,19.6,4.2,3.2,0
3.64099E+14,,6,1395/09/02,20,4.3,3,0
3.64099E+14,,6,1395/10/03,15,4.5,3,0
3.64099E+14,,6,1395/11/04,15,4.7,3,0
3.64099E+14,,7,1396/04/05,45,3,3,0
3.64099E+14,,7,1396/05/02,52,2.7,3,0
3.64099E+14,,7,1396/06/03,45,3.7,3,0
3.64099E+14,,7,1396/07/02,51,3.4,3,0
3.64099E+14,,7,1396/08/02,44,3.7,3.2,0
3.64099E+14,,7,1396/09/04,37.4,4,3.2,0
3.64099E+14,,7,1396/10/05,33.4,4.1,3.1,0
3.64099E+14,,7,1396/11/03,26,4.3,3.3,0
3.64099E+14,,7,1396/12/03,28,4.7,3.2,0
3.64099E+14,,7,1397/01/02,28,4.4,3.2,0
3.64099E+14,,7,1397/02/03,22.4,4.6,3.2,0
3.64099E+14,,1,1389/06/04,33,4.1,3.35,0
3.64099E+14,,1,1389/07/04,26.2,3.8,3.2,0
3.64099E+14,,1,1389/08/04,28,3.8,3.1,0
3.64099E+14,,1,1389/09/05,26,4,3.1,0
3.64099E+14,,1,1389/10/04,31.2,4.3,3.2,0
3.64099E+14,,1,1389/11/04,29.6,4,3.1,0
3.64099E+14,,1,1389/12/03,27.6,4,3,0
3.64099E+14,,1,1390/01/05,28,4.2,3.2,0
3.64099E+14,,1,1390/02/04,20,5.1,3.2,0
3.64099E+14,,2,1390/06/06,43,3.1,2.9,0
3.64099E+14,,2,1390/07/05,35,2.8,3,0
3.64099E+14,,2,1390/08/06,27.6,3,3.1,0
3.64099E+14,,2,1390/09/04,26,3.5,3.2,0
3.64099E+14,,2,1390/10/04,26,3.8,3.1,0
3.64099E+14,,2,1390/11/06,25.4,3.5,3.1,0
3.64099E+14,,2,1390/12/06,23.4,4.1,3.1,0
3.64099E+14,,1,1389/06/04,28,4.3,3.1,0
3.64099E+14,,1,1389/07/04,25,4.1,3.05,0
3.64099E+14,,1,1389/08/04,25,3.9,3.2,0
3.64099E+14,,1,1389/09/05,26,3.6,3.1,0
3.64099E+14,,1,1389/10/04,28,3.6,3.1,0
3.64099E+14,,1,1389/11/04,26.2,3.8,3,0
3.64099E+14,,1,1389/12/03,26,3.4,3.3,0
3.64099E+14,,1,1390/01/05,23,4,3.3,0
3.64099E+14,,1,1390/02/04,19.6,4.6,3.3,0
3.64099E+14,,2,1390/05/05,37.4,3.8,3.1,0
3.64099E+14,,2,1390/06/06,39,3.5,2.9,0
3.64099E+14,,2,1390/07/05,38,3.1,3.1,0
3.64099E+14,,2,1390/08/06,34,3.2,3.1,0
3.64099E+14,,2,1390/09/04,25.6,3.6,3.1,0
3.64099E+14,,2,1390/10/04,31,3.5,3.2,0
3.64099E+14,,2,1390/11/06,19.6,4,3,0
3.64099E+14,,2,1390/12/06,16.6,3.3,3,0
3.64099E+14,,1,1389/05/05,31,4.1,3.05,0
3.64099E+14,,1,1389/06/04,35,4.1,3.2,0
3.64099E+14,,1,1389/07/04,28,3.9,3.1,0
3.64099E+14,,1,1389/08/04,27.4,4.2,3.1,0
3.64099E+14,,1,1389/09/05,27.6,3.6,3.15,0
3.64099E+14,,1,1389/10/04,26.6,3.8,3.3,0
3.64099E+14,,1,1389/11/04,27.4,4,3.2,0
3.64099E+14,,1,1389/12/03,23,3.6,3.2,0
3.64099E+14,,1,1389/05/05,32.2,4,3,0
3.64099E+14,,1,1389/06/04,39,2.9,2.8,0
3.64099E+14,,1,1389/07/04,32.6,3.4,3.35,0
3.64099E+14,,1,1389/08/04,32,3.2,3.1,0
3.64099E+14,,1,1389/09/05,30,3.5,3.1,0
3.64099E+14,,1,1389/10/04,31.6,3.6,3.2,0
3.64099E+14,,1,1389/11/04,30,3.7,3.18,0
3.64099E+14,,1,1389/12/03,28.6,4.2,3.1,0
3.64099E+14,,1,1390/01/05,28.4,4,3.1,0
3.64099E+14,,2,1390/04/05,29.8,3.8,3.1,0
3.64099E+14,,2,1390/05/05,38,3.4,3.1,0
3.64099E+14,,2,1390/06/06,34.4,3.1,3.1,0
3.64099E+14,,2,1390/07/05,39,2.9,2.9,0
3.64099E+14,,2,1390/08/06,32.8,3,3,0
3.64099E+14,,2,1390/09/04,31.6,3.2,3.1,0
3.64099E+14,,2,1390/10/04,28,3.4,3.2,0
3.64099E+14,,2,1390/11/06,29,3.4,3,0
3.64099E+14,,2,1390/12/06,31.4,4.8,3,0
3.64099E+14,,2,1391/04/01,24.4,5.1,2.9,0
3.64099E+14,,2,1391/05/03,20.6,3.7,3.3,0
3.64099E+14,,2,1391/06/05,17.4,4.4,3.1,0
3.64099E+14,,2,1391/07/03,15,4.2,3.1,0
3.64099E+14,,2,1391/08/04,8,5,3.2,0
3.64099E+14,,1,1389/06/04,36.2,3.9,3.25,0
3.64099E+14,,1,1389/07/04,35.4,3.5,3.1,0
